

"Pegelkennziffer","Pegelname","Datum","Wasserstand","Durchfluss","Flussgebiet"
"551000","Kreischa","23.07.2004","9","0,13","Nebenflüsse der Elbe"
"551000","Kreischa","24.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","25.07.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","26.07.2004","7","0,07","Nebenflüsse der Elbe"
"551000","Kreischa","27.07.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","28.07.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","29.07.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","30.07.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","31.07.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","01.08.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","02.08.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","03.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","04.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","05.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","06.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","07.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","08.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","09.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","10.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","11.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","12.08.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","13.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","14.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","15.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","16.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","17.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","18.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","19.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","20.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","21.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","22.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","23.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","24.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","25.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","26.08.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","27.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","28.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","29.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","30.08.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","31.08.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","01.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","02.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","03.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","04.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","05.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","06.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","07.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","08.09.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","09.09.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","10.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","11.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","12.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","13.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","14.09.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","15.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","16.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","17.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","18.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","19.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","20.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","21.09.2004","2","0,00","Nebenflüsse der Elbe"
"551000","Kreischa","22.09.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","23.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","24.09.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","25.09.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","26.09.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","27.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","28.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","29.09.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","30.09.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","01.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","02.10.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","03.10.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","04.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","05.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","06.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","07.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","08.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","09.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","10.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","11.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","12.10.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","13.10.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","14.10.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","15.10.2004","3","0,01","Nebenflüsse der Elbe"
"551000","Kreischa","16.10.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","17.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","18.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","19.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","20.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","21.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","22.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","23.10.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","24.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","25.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","26.10.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","27.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","28.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","29.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","30.10.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","31.10.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","01.11.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","02.11.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","03.11.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","04.11.2004","4","0,02","Nebenflüsse der Elbe"
"551000","Kreischa","05.11.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","06.11.2004","5","0,03","Nebenflüsse der Elbe"
"551000","Kreischa","07.11.2004","6","0,05","Nebenflüsse der Elbe"
"551000","Kreischa","08.11.2004","8","0,10","Nebenflüsse der Elbe"
"551000","Kreischa","09.11.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","10.11.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","11.11.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","12.11.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","13.11.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","14.11.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","15.11.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","16.11.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","17.11.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","18.11.2004","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","19.11.2004","33","1,45","Nebenflüsse der Elbe"
"551000","Kreischa","20.11.2004","32","1,38","Nebenflüsse der Elbe"
"551000","Kreischa","21.11.2004","30","1,24","Nebenflüsse der Elbe"
"551000","Kreischa","22.11.2004","33","1,45","Nebenflüsse der Elbe"
"551000","Kreischa","23.11.2004","45","2,43","Nebenflüsse der Elbe"
"551000","Kreischa","24.11.2004","42","2,16","Nebenflüsse der Elbe"
"551000","Kreischa","25.11.2004","37","1,75","Nebenflüsse der Elbe"
"551000","Kreischa","26.11.2004","33","1,45","Nebenflüsse der Elbe"
"551000","Kreischa","27.11.2004","30","1,24","Nebenflüsse der Elbe"
"551000","Kreischa","28.11.2004","29","1,17","Nebenflüsse der Elbe"
"551000","Kreischa","29.11.2004","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","30.11.2004","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","01.12.2004","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","02.12.2004","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","03.12.2004","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","04.12.2004","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","05.12.2004","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","06.12.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","07.12.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","08.12.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","09.12.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","10.12.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","11.12.2004","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","12.12.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","13.12.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","14.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","15.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","16.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","17.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","18.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","19.12.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","20.12.2004","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","21.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","22.12.2004","12","0,24","Nebenflüsse der Elbe"
"551000","Kreischa","23.12.2004","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","24.12.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","25.12.2004","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","26.12.2004","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","27.12.2004","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","28.12.2004","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","29.12.2004","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","30.12.2004","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","31.12.2004","24","0,87","Nebenflüsse der Elbe"
"551000","Kreischa","01.01.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","02.01.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","03.01.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","04.01.2005","29","1,17","Nebenflüsse der Elbe"
"551000","Kreischa","05.01.2005","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","06.01.2005","29","1,17","Nebenflüsse der Elbe"
"551000","Kreischa","07.01.2005","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","08.01.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","09.01.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","10.01.2005","24","0,87","Nebenflüsse der Elbe"
"551000","Kreischa","11.01.2005","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","12.01.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","13.01.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","14.01.2005","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","15.01.2005","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","16.01.2005","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","17.01.2005","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","18.01.2005","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","19.01.2005","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","20.01.2005","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","21.01.2005","31","1,31","Nebenflüsse der Elbe"
"551000","Kreischa","22.01.2005","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","23.01.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","24.01.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","25.01.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","26.01.2005","24","0,87","Nebenflüsse der Elbe"
"551000","Kreischa","27.01.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","28.01.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","29.01.2005","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","30.01.2005","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","31.01.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","01.02.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","02.02.2005","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","03.02.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","04.02.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","05.02.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","06.02.2005","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","07.02.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","08.02.2005","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","09.02.2005","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","10.02.2005","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","11.02.2005","29","1,17","Nebenflüsse der Elbe"
"551000","Kreischa","12.02.2005","48","2,72","Nebenflüsse der Elbe"
"551000","Kreischa","13.02.2005","56","3,55","Nebenflüsse der Elbe"
"551000","Kreischa","14.02.2005","46","2,53","Nebenflüsse der Elbe"
"551000","Kreischa","15.02.2005","39","1,91","Nebenflüsse der Elbe"
"551000","Kreischa","16.02.2005","34","1,52","Nebenflüsse der Elbe"
"551000","Kreischa","17.02.2005","31","1,31","Nebenflüsse der Elbe"
"551000","Kreischa","18.02.2005","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","19.02.2005","27","1,05","Nebenflüsse der Elbe"
"551000","Kreischa","20.02.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","21.02.2005","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","22.02.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","23.02.2005","21","0,71","Nebenflüsse der Elbe"
"551000","Kreischa","24.02.2005","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","25.02.2005","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","26.02.2005","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","27.02.2005","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","28.02.2005","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","01.03.2005","17","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","02.03.2005","15","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","03.03.2005","16","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","04.03.2005","15","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","05.03.2005","15","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","06.03.2005","15","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","07.03.2005","14","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","08.03.2005","14","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","09.03.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","10.03.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","11.03.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","12.03.2005","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","13.03.2005","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","14.03.2005","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","15.03.2005","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","16.03.2005","29","1,17","Nebenflüsse der Elbe"
"551000","Kreischa","17.03.2005","50","2,92","Nebenflüsse der Elbe"
"551000","Kreischa","18.03.2005","52","3,12","Nebenflüsse der Elbe"
"551000","Kreischa","19.03.2005","48","2,72","Nebenflüsse der Elbe"
"551000","Kreischa","20.03.2005","40","1,99","Nebenflüsse der Elbe"
"551000","Kreischa","21.03.2005","35","1,59","Nebenflüsse der Elbe"
"551000","Kreischa","22.03.2005","31","1,31","Nebenflüsse der Elbe"
"551000","Kreischa","23.03.2005","28","1,11","Nebenflüsse der Elbe"
"551000","Kreischa","24.03.2005","26","0,98","Nebenflüsse der Elbe"
"551000","Kreischa","25.03.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","26.03.2005","25","0,93","Nebenflüsse der Elbe"
"551000","Kreischa","27.03.2005","23","0,81","Nebenflüsse der Elbe"
"551000","Kreischa","28.03.2005","22","0,76","Nebenflüsse der Elbe"
"551000","Kreischa","29.03.2005","20","0,66","Nebenflüsse der Elbe"
"551000","Kreischa","30.03.2005","19","0,61","Nebenflüsse der Elbe"
"551000","Kreischa","31.03.2005","18","0,56","Nebenflüsse der Elbe"
"551000","Kreischa","01.04.2005","17","0,52","Nebenflüsse der Elbe"
"551000","Kreischa","02.04.2005","16","0,46","Nebenflüsse der Elbe"
"551000","Kreischa","03.04.2005","15","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","04.04.2005","14","0,34","Nebenflüsse der Elbe"
"551000","Kreischa","05.04.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","06.04.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","07.04.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","08.04.2005","13","0,29","Nebenflüsse der Elbe"
"551000","Kreischa","09.04.2005","11","0,33","Nebenflüsse der Elbe"
"551000","Kreischa","10.04.2005","12","0,40","Nebenflüsse der Elbe"
"551000","Kreischa","11.04.2005","11","0,33","Nebenflüsse der Elbe"
"551000","Kreischa","12.04.2005","10","0,26","Nebenflüsse der Elbe"
"551000","Kreischa","13.04.2005","10","0,26","Nebenflüsse der Elbe"
"551000","Kreischa","14.04.2005","9","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","15.04.2005","9","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","16.04.2005","9","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","17.04.2005","9","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","18.04.2005","9","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","19.04.2005","9","0,21","Nebenflüsse der Elbe"
"551000","Kreischa","20.04.2005","8","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","21.04.2005","8","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","22.04.2005","8","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","23.04.2005","8","0,16","Nebenflüsse der Elbe"
"551000","Kreischa","24.04.2005","7","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","25.04.2005","7","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","26.04.2005","7","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","27.04.2005","7","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","28.04.2005","7","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","29.04.2005","7","0,12","Nebenflüsse der Elbe"
"551000","Kreischa","30.04.2005","7","0,12","Nebenflüsse der Elbe"
